time_s,sample_A_K,rad_shield_B_K,arm_C_K,ccr_D_K
2954.707,296.411000,204.931000,281.423000,290.378000
2955.743,296.413000,204.977000,281.435000,290.385000
2956.775,296.415000,205.030000,281.448000,290.392000
2957.809,296.416000,205.076000,281.460000,290.399000
2958.844,296.417000,205.122000,281.470000,290.405000
2959.878,296.418000,205.174000,281.482000,290.413000
2960.912,296.418000,205.221000,281.495000,290.419000
2961.938,296.419000,205.268000,281.506000,290.426000
2962.982,296.419000,205.321000,281.520000,290.433000
2964.016,296.419000,205.367000,281.530000,290.440000
2965.040,296.419000,205.414000,281.543000,290.446000
2966.078,296.418000,205.466000,281.556000,290.454000
2967.110,296.418000,205.513000,281.567000,290.461000
2968.144,296.417000,205.560000,281.578000,290.467000
2969.179,296.415000,205.611000,281.591000,290.474000
2970.209,296.414000,205.659000,281.601000,290.481000
2971.237,296.412000,205.704000,281.613000,290.487000
2972.278,296.411000,205.756000,281.625000,290.494000
2973.306,296.409000,205.803000,281.637000,290.501000
2974.336,296.406000,205.850000,281.649000,290.507000
2975.379,296.403000,205.901000,281.659000,290.515000
2976.493,296.401000,205.953000,281.674000,290.522000
2977.517,296.398000,206.000000,281.685000,290.528000
2978.566,296.395000,206.047000,281.696000,290.534000
2979.600,296.392000,206.099000,281.710000,290.542000
2980.633,296.389000,206.146000,281.722000,290.548000
2981.680,296.385000,206.196000,281.734000,290.555000
2982.707,296.381000,206.244000,281.745000,290.562000
2983.740,296.377000,206.290000,281.756000,290.568000
2984.782,296.373000,206.342000,281.768000,290.575000
2985.816,296.369000,206.389000,281.778000,290.581000
2986.864,296.364000,206.436000,281.790000,290.588000
2987.903,296.360000,206.488000,281.802000,290.594000
2988.937,296.355000,206.534000,281.813000,290.600000
2989.977,296.350000,206.586000,281.825000,290.607000
2991.001,296.345000,206.631000,281.836000,290.613000
2992.021,296.340000,206.678000,281.847000,290.619000
2993.071,296.335000,206.725000,281.858000,290.626000
2994.100,296.329000,206.777000,281.871000,290.632000
2995.139,296.324000,206.823000,281.883000,290.638000
2996.181,296.318000,206.875000,281.895000,290.645000
2997.203,296.312000,206.922000,281.905000,290.651000
2998.237,296.307000,206.967000,281.917000,290.657000
2999.281,296.300000,207.019000,281.930000,290.663000
3000.314,296.294000,207.067000,281.941000,290.669000
3001.343,296.287000,207.113000,281.951000,290.675000
3002.384,296.281000,207.164000,281.963000,290.681000
3003.425,296.274000,207.211000,281.974000,290.687000
3004.475,296.268000,207.257000,281.985000,290.693000
3005.509,296.260000,207.309000,281.996000,290.699000
3006.678,296.252000,207.364000,282.010000,290.706000
3007.710,296.246000,207.411000,282.021000,290.711000
3008.740,296.239000,207.458000,282.031000,290.717000
3009.784,296.231000,207.508000,282.042000,290.723000
3010.815,296.224000,207.554000,282.053000,290.729000
3011.841,296.217000,207.603000,282.065000,290.734000
3012.884,296.208000,207.654000,282.076000,290.740000
3013.916,296.202000,207.701000,282.086000,290.746000
3014.945,296.194000,207.747000,282.096000,290.751000
3015.986,296.186000,207.798000,282.107000,290.757000
3017.013,296.179000,207.845000,282.118000,290.762000
3018.046,296.171000,207.892000,282.129000,290.768000
3019.081,296.163000,207.943000,282.140000,290.773000
3020.116,296.156000,207.989000,282.150000,290.778000
3021.147,296.148000,208.037000,282.161000,290.784000
3022.186,296.139000,208.088000,282.172000,290.790000
3023.216,296.132000,208.134000,282.182000,290.794000
3024.248,296.124000,208.181000,282.192000,290.799000
3025.286,296.115000,208.232000,282.203000,290.805000
3026.330,296.107000,208.278000,282.215000,290.810000
3027.377,296.099000,208.324000,282.224000,290.815000
3028.401,296.090000,208.376000,282.235000,290.820000
3029.432,296.082000,208.422000,282.246000,290.825000
3030.484,296.074000,208.474000,282.256000,290.831000
3031.517,296.065000,208.519000,282.266000,290.835000
3032.550,296.057000,208.566000,282.277000,290.840000
3033.587,296.048000,208.617000,282.289000,290.845000
3034.618,296.040000,208.663000,282.298000,290.850000
3035.671,296.032000,208.710000,282.308000,290.855000
3036.820,296.022000,208.767000,282.319000,290.860000
3037.873,296.014000,208.814000,282.329000,290.865000
3038.903,296.005000,208.864000,282.340000,290.870000
3039.935,295.997000,208.909000,282.350000,290.874000
3040.985,295.989000,208.960000,282.360000,290.879000
3042.014,295.980000,209.007000,282.371000,290.884000
3043.049,295.972000,209.053000,282.380000,290.887000
3044.085,295.963000,209.104000,282.391000,290.892000
3045.120,295.955000,209.151000,282.399000,290.897000
3046.173,295.947000,209.197000,282.410000,290.901000
3047.206,295.938000,209.248000,282.419000,290.906000
3048.239,295.930000,209.294000,282.430000,290.910000
3049.283,295.921000,209.344000,282.441000,290.915000
3050.303,295.913000,209.393000,282.450000,290.919000
3051.336,295.905000,209.438000,282.459000,290.923000
3052.390,295.896000,209.489000,282.471000,290.927000
3053.422,295.888000,209.536000,282.479000,290.931000
3054.479,295.880000,209.583000,282.489000,290.937000
3055.508,295.872000,209.633000,282.499000,290.940000
3056.541,295.864000,209.679000,282.509000,290.944000
3057.590,295.855000,209.731000,282.519000,290.949000
3058.626,295.848000,209.777000,282.528000,290.953000
3059.675,295.840000,209.824000,282.537000,290.956000
3060.710,295.832000,209.874000,282.547000,290.960000
3061.744,295.824000,209.920000,282.556000,290.964000
3062.792,295.816000,209.972000,282.566000,290.968000
3063.824,295.809000,210.018000,282.575000,290.972000
3064.851,295.801000,210.064000,282.584000,290.976000
3065.891,295.793000,210.116000,282.594000,290.980000
3066.924,295.786000,210.161000,282.604000,290.983000
3067.951,295.779000,210.208000,282.613000,290.987000
3068.991,295.771000,210.259000,282.622000,290.991000
3070.029,295.764000,210.305000,282.630000,290.995000
3071.078,295.757000,210.350000,282.640000,290.998000
3072.107,295.750000,210.403000,282.650000,291.002000
3073.126,295.743000,210.448000,282.660000,291.005000
3074.179,295.737000,210.493000,282.668000,291.010000
3075.213,295.729000,210.544000,282.677000,291.013000
3076.249,295.722000,210.591000,282.685000,291.016000
3077.292,295.716000,210.643000,282.695000,291.020000
3078.329,295.710000,210.689000,282.704000,291.023000
3079.378,295.703000,210.734000,282.713000,291.026000
3080.413,295.697000,210.785000,282.723000,291.029000
3081.449,295.691000,210.830000,282.731000,291.033000
3082.490,295.685000,210.883000,282.740000,291.036000
3083.518,295.679000,210.929000,282.749000,291.040000
3084.549,295.673000,210.974000,282.756000,291.042000
3085.590,295.668000,211.026000,282.765000,291.046000
3086.621,295.662000,211.071000,282.775000,291.049000
3087.644,295.657000,211.117000,282.784000,291.052000
3088.679,295.652000,211.163000,282.792000,291.055000
3089.701,295.646000,211.214000,282.800000,291.058000
3090.737,295.642000,211.260000,282.808000,291.062000
3091.785,295.638000,211.306000,282.818000,291.065000
3092.824,295.633000,211.356000,282.826000,291.068000
3093.874,295.629000,211.402000,282.834000,291.070000
3094.903,295.624000,211.453000,282.844000,291.074000
3095.937,295.621000,211.500000,282.852000,291.076000
3097.087,295.617000,211.555000,282.861000,291.080000
3098.118,295.613000,211.602000,282.868000,291.083000
3099.144,295.610000,211.648000,282.877000,291.086000
3100.192,295.607000,211.697000,282.886000,291.089000
3101.219,295.604000,211.745000,282.894000,291.091000
3102.255,295.602000,211.789000,282.902000,291.095000
3103.293,295.599000,211.839000,282.911000,291.097000
3104.323,295.597000,211.886000,282.919000,291.100000
3105.353,295.595000,211.931000,282.926000,291.102000
3106.393,295.593000,211.983000,282.936000,291.106000
3107.424,295.592000,212.029000,282.944000,291.108000
3108.458,295.591000,212.075000,282.951000,291.111000
3109.495,295.590000,212.126000,282.959000,291.114000
3110.518,295.589000,212.171000,282.968000,291.117000
3111.539,295.589000,212.217000,282.976000,291.119000
3112.593,295.589000,212.268000,282.985000,291.122000
3113.626,295.589000,212.314000,282.992000,291.125000
3114.679,295.589000,212.359000,283.000000,291.127000
3115.710,295.589000,212.409000,283.009000,291.130000
3116.742,295.591000,212.456000,283.016000,291.132000
3117.795,295.592000,212.506000,283.025000,291.136000
3118.826,295.594000,212.554000,283.031000,291.138000
3119.876,295.596000,212.599000,283.038000,291.141000
3120.909,295.598000,212.650000,283.047000,291.144000
3121.938,295.600000,212.696000,283.055000,291.146000
3122.980,295.603000,212.742000,283.064000,291.149000
3124.006,295.606000,212.793000,283.071000,291.152000
3125.029,295.609000,212.838000,283.079000,291.154000
3126.082,295.612000,212.884000,283.087000,291.157000
3127.207,295.617000,212.940000,283.095000,291.160000
3128.235,295.621000,212.986000,283.104000,291.163000
3129.280,295.625000,213.031000,283.112000,291.165000
3130.307,295.630000,213.080000,283.119000,291.168000
3131.330,295.635000,213.124000,283.127000,291.171000
3132.381,295.641000,213.170000,283.134000,291.174000
3133.411,295.646000,213.220000,283.142000,291.177000
3134.437,295.652000,213.266000,283.150000,291.179000
3135.483,295.659000,213.311000,283.157000,291.182000
3136.517,295.666000,213.360000,283.167000,291.184000
3137.550,295.672000,213.406000,283.173000,291.187000
3138.598,295.680000,213.456000,283.182000,291.190000
3139.631,295.687000,213.502000,283.190000,291.193000
3140.683,295.695000,213.546000,283.197000,291.196000
3141.716,295.704000,213.596000,283.204000,291.199000
3142.748,295.712000,213.641000,283.212000,291.201000
3143.789,295.720000,213.686000,283.221000,291.205000
3144.821,295.730000,213.737000,283.228000,291.208000
3145.846,295.738000,213.782000,283.235000,291.210000
3146.893,295.748000,213.831000,283.244000,291.213000
3147.920,295.757000,213.877000,283.250000,291.216000
3148.943,295.767000,213.922000,283.257000,291.219000
3149.984,295.777000,213.967000,283.266000,291.222000
3151.024,295.788000,214.016000,283.273000,291.225000
3152.051,295.798000,214.063000,283.282000,291.228000
3153.094,295.810000,214.111000,283.289000,291.232000
3154.118,295.820000,214.158000,283.297000,291.235000
3155.151,295.831000,214.202000,283.304000,291.238000
3156.196,295.843000,214.251000,283.312000,291.241000
3157.305,295.855000,214.300000,283.320000,291.244000
3158.338,295.866000,214.346000,283.328000,291.248000
3159.384,295.878000,214.392000,283.335000,291.251000
3160.420,295.890000,214.441000,283.343000,291.254000
3161.456,295.902000,214.486000,283.351000,291.257000
3162.499,295.915000,214.535000,283.359000,291.261000
3163.530,295.927000,214.581000,283.366000,291.265000
3164.583,295.938000,214.626000,283.374000,291.268000
3165.621,295.951000,214.675000,283.383000,291.271000
3166.656,295.963000,214.721000,283.390000,291.275000
3167.695,295.977000,214.770000,283.398000,291.279000
3168.727,295.989000,214.815000,283.406000,291.282000
3169.756,296.001000,214.861000,283.413000,291.286000
3170.795,296.014000,214.911000,283.421000,291.289000
3171.824,296.026000,214.957000,283.428000,291.293000
3172.859,296.038000,215.001000,283.436000,291.296000
3173.898,296.051000,215.050000,283.445000,291.300000
3174.928,296.063000,215.095000,283.452000,291.304000
3175.960,296.075000,215.140000,283.460000,291.308000
3177.001,296.088000,215.189000,283.469000,291.312000
3178.042,296.100000,215.235000,283.476000,291.316000
3179.096,296.112000,215.286000,283.484000,291.320000
3180.130,296.124000,215.331000,283.491000,291.324000
3181.163,296.136000,215.375000,283.499000,291.328000
3182.205,296.149000,215.424000,283.507000,291.332000
3183.247,296.160000,215.469000,283.515000,291.336000
3184.297,296.171000,215.519000,283.522000,291.341000
3185.327,296.183000,215.562000,283.532000,291.345000
3186.365,296.194000,215.608000,283.539000,291.348000
3187.404,296.206000,215.658000,283.548000,291.353000
3188.431,296.217000,215.704000,283.557000,291.357000
3189.464,296.227000,215.747000,283.564000,291.361000
3190.502,296.238000,215.797000,283.573000,291.366000
3191.532,296.248000,215.842000,283.581000,291.370000
3192.597,296.258000,215.891000,283.589000,291.375000
3193.628,296.268000,215.937000,283.596000,291.379000
3194.656,296.277000,215.983000,283.605000,291.383000
3195.701,296.287000,216.032000,283.612000,291.388000
3196.730,296.296000,216.075000,283.620000,291.392000
3197.753,296.305000,216.121000,283.628000,291.397000
3198.799,296.314000,216.170000,283.636000,291.402000
3199.824,296.322000,216.216000,283.644000,291.406000
3200.884,296.330000,216.261000,283.651000,291.411000
3201.913,296.339000,216.308000,283.661000,291.415000
3202.950,296.346000,216.353000,283.669000,291.420000
3203.999,296.354000,216.403000,283.678000,291.425000
3205.032,296.361000,216.449000,283.686000,291.429000
3206.084,296.368000,216.494000,283.694000,291.434000
3207.119,296.376000,216.543000,283.703000,291.439000
3208.155,296.382000,216.586000,283.710000,291.444000
3209.200,296.388000,216.636000,283.719000,291.449000
3210.228,296.395000,216.682000,283.726000,291.453000
3211.268,296.400000,216.726000,283.733000,291.458000
3212.303,296.406000,216.776000,283.743000,291.463000
3213.337,296.411000,216.821000,283.751000,291.467000
3214.364,296.416000,216.866000,283.759000,291.472000
3215.407,296.421000,216.916000,283.768000,291.478000
3216.441,296.426000,216.960000,283.777000,291.482000
3217.490,296.430000,217.005000,283.784000,291.487000
3218.525,296.434000,217.054000,283.792000,291.492000
3219.555,296.438000,217.099000,283.800000,291.497000
3220.606,296.442000,217.148000,283.810000,291.502000
3221.643,296.445000,217.193000,283.819000,291.507000
3222.689,296.447000,217.238000,283.828000,291.512000
3223.716,296.450000,217.287000,283.835000,291.517000
3224.745,296.453000,217.332000,283.843000,291.522000
3225.794,296.455000,217.376000,283.852000,291.527000
3226.827,296.457000,217.425000,283.860000,291.532000
3227.861,296.459000,217.471000,283.868000,291.537000
3228.906,296.460000,217.521000,283.876000,291.542000
3229.945,296.461000,217.565000,283.885000,291.547000
3230.990,296.463000,217.610000,283.893000,291.551000
3232.011,296.463000,217.658000,283.902000,291.557000
3233.034,296.464000,217.704000,283.911000,291.561000
3234.062,296.464000,217.749000,283.919000,291.567000
3235.106,296.464000,217.797000,283.927000,291.572000
3236.146,296.464000,217.842000,283.936000,291.576000
3237.194,296.464000,217.887000,283.944000,291.581000
3238.228,296.463000,217.935000,283.952000,291.586000
3239.262,296.463000,217.980000,283.960000,291.591000
3240.304,296.462000,218.029000,283.969000,291.596000
3241.338,296.460000,218.073000,283.977000,291.600000
3242.389,296.459000,218.116000,283.985000,291.604000
3243.421,296.457000,218.167000,283.993000,291.610000
3244.449,296.455000,218.213000,284.001000,291.615000
3245.501,296.453000,218.256000,284.009000,291.620000
3246.537,296.451000,218.305000,284.018000,291.625000
3247.567,296.449000,218.350000,284.027000,291.630000
3248.609,296.446000,218.400000,284.036000,291.635000
3249.640,296.443000,218.445000,284.043000,291.639000
3250.669,296.440000,218.489000,284.051000,291.644000
3251.707,296.437000,218.539000,284.060000,291.648000
3252.746,296.433000,218.583000,284.068000,291.653000
3253.789,296.430000,218.628000,284.075000,291.658000
3254.819,296.426000,218.677000,284.085000,291.663000
3255.852,296.423000,218.721000,284.092000,291.667000
3256.900,296.419000,218.765000,284.101000,291.672000
3257.931,296.414000,218.815000,284.108000,291.677000
3258.955,296.410000,218.858000,284.116000,291.681000
3260.004,296.405000,218.908000,284.125000,291.685000
3261.035,296.401000,218.952000,284.132000,291.690000
3262.065,296.396000,218.997000,284.140000,291.694000
3263.107,296.391000,219.047000,284.150000,291.699000
3264.139,296.386000,219.091000,284.157000,291.704000
3265.173,296.381000,219.135000,284.166000,291.708000
3266.207,296.376000,219.184000,284.174000,291.713000
3267.240,296.370000,219.229000,284.181000,291.717000
3268.273,296.365000,219.273000,284.187000,291.720000
3269.309,296.359000,219.321000,284.195000,291.725000
3270.341,296.353000,219.366000,284.204000,291.729000
3271.392,296.347000,219.411000,284.212000,291.733000
3272.427,296.341000,219.460000,284.220000,291.738000
3273.458,296.335000,219.505000,284.229000,291.742000
3274.509,296.328000,219.554000,284.237000,291.746000
3275.542,296.322000,219.598000,284.244000,291.751000
3276.598,296.316000,219.641000,284.252000,291.755000
3277.633,296.309000,219.692000,284.260000,291.759000
3278.660,296.302000,219.737000,284.268000,291.763000
3279.710,296.295000,219.785000,284.276000,291.767000
3280.741,296.289000,219.829000,284.284000,291.771000
3281.766,296.282000,219.874000,284.291000,291.775000
3282.811,296.274000,219.922000,284.298000,291.779000
3283.845,296.268000,219.967000,284.305000,291.783000
3284.895,296.261000,220.012000,284.313000,291.787000
3285.930,296.253000,220.061000,284.322000,291.791000
3286.955,296.246000,220.106000,284.329000,291.795000
3288.009,296.238000,220.155000,284.337000,291.799000
3289.043,296.231000,220.199000,284.345000,291.802000
3290.070,296.224000,220.243000,284.351000,291.806000
3291.108,296.216000,220.292000,284.359000,291.810000
3292.131,296.208000,220.337000,284.367000,291.813000
3293.158,296.201000,220.381000,284.373000,291.817000
3294.203,296.193000,220.425000,284.381000,291.821000
3295.231,296.185000,220.474000,284.389000,291.824000
3296.264,296.178000,220.519000,284.397000,291.828000
3297.311,296.169000,220.568000,284.405000,291.832000
3298.335,296.161000,220.612000,284.412000,291.835000
3299.366,296.153000,220.657000,284.419000,291.838000
3300.413,296.145000,220.705000,284.426000,291.841000
3301.449,296.137000,220.749000,284.433000,291.845000
3302.498,296.129000,220.792000,284.440000,291.848000
3303.533,296.120000,220.842000,284.447000,291.851000
3304.567,296.112000,220.886000,284.454000,291.855000
3305.613,296.104000,220.936000,284.462000,291.858000
3306.652,296.095000,220.980000,284.469000,291.862000
3307.697,296.087000,221.024000,284.476000,291.864000
3308.724,296.079000,221.074000,284.484000,291.868000
3309.755,296.071000,221.119000,284.491000,291.871000
3310.802,296.063000,221.161000,284.497000,291.874000
3311.840,296.054000,221.210000,284.505000,291.877000
3312.867,296.046000,221.255000,284.512000,291.880000
3313.914,296.037000,221.304000,284.519000,291.883000
3314.955,296.029000,221.348000,284.526000,291.886000
3316.008,296.020000,221.395000,284.534000,291.889000
3317.032,296.011000,221.440000,284.539000,291.892000
3318.068,296.003000,221.485000,284.545000,291.894000
3319.110,295.994000,221.532000,284.552000,291.897000
3320.134,295.986000,221.577000,284.559000,291.899000
3321.158,295.978000,221.622000,284.565000,291.902000
3322.200,295.969000,221.665000,284.571000,291.905000
3323.264,295.960000,221.715000,284.579000,291.908000
3324.309,295.952000,221.763000,284.586000,291.910000
3325.340,295.943000,221.807000,284.593000,291.913000
3326.372,295.935000,221.852000,284.598000,291.915000
3327.414,295.926000,221.900000,284.606000,291.918000
3328.445,295.917000,221.944000,284.612000,291.921000
3329.498,295.909000,221.989000,284.619000,291.923000
3330.532,295.900000,222.038000,284.626000,291.926000
3331.572,295.892000,222.082000,284.632000,291.928000
3332.616,295.883000,222.130000,284.638000,291.930000
3333.656,295.875000,222.173000,284.645000,291.932000
3334.710,295.867000,222.222000,284.652000,291.935000
3335.744,295.858000,222.266000,284.659000,291.937000
3336.778,295.850000,222.311000,284.664000,291.940000
3337.816,295.842000,222.360000,284.671000,291.942000
3338.852,295.833000,222.406000,284.676000,291.944000
3339.905,295.825000,222.448000,284.684000,291.947000
3340.936,295.817000,222.497000,284.689000,291.949000
3341.967,295.809000,222.541000,284.695000,291.951000
3343.015,295.800000,222.589000,284.700000,291.952000
3344.045,295.792000,222.633000,284.708000,291.954000
3345.097,295.785000,222.678000,284.713000,291.956000
3346.127,295.776000,222.725000,284.720000,291.958000
3347.161,295.768000,222.770000,284.725000,291.960000
3348.208,295.761000,222.814000,284.731000,291.962000
3349.235,295.752000,222.862000,284.737000,291.964000
3350.264,295.745000,222.908000,284.743000,291.966000
3351.313,295.737000,222.956000,284.750000,291.968000
3352.346,295.729000,222.999000,284.755000,291.970000
3353.378,295.722000,223.042000,284.762000,291.971000
3354.418,295.714000,223.091000,284.767000,291.973000
3355.451,295.707000,223.136000,284.773000,291.975000
3356.480,295.700000,223.180000,284.778000,291.976000
3357.519,295.692000,223.228000,284.786000,291.978000
3358.553,295.685000,223.272000,284.790000,291.980000
3359.601,295.678000,223.315000,284.795000,291.981000
3360.635,295.671000,223.365000,284.802000,291.983000
3361.661,295.664000,223.408000,284.808000,291.985000
3362.703,295.658000,223.453000,284.815000,291.986000
3363.737,295.651000,223.500000,284.820000,291.988000
3364.770,295.644000,223.544000,284.826000,291.989000
3365.819,295.637000,223.592000,284.831000,291.990000
3366.858,295.631000,223.638000,284.837000,291.992000
3367.908,295.625000,223.680000,284.842000,291.993000
3368.938,295.619000,223.728000,284.847000,291.995000
3369.972,295.613000,223.774000,284.853000,291.996000
3371.020,295.606000,223.822000,284.859000,291.998000
3372.052,295.601000,223.867000,284.863000,291.999000
3373.105,295.596000,223.910000,284.869000,292.000000
3374.134,295.590000,223.958000,284.875000,292.001000
3375.163,295.585000,224.003000,284.880000,292.003000
3376.209,295.580000,224.047000,284.885000,292.004000
3377.233,295.574000,224.094000,284.891000,292.005000
3378.258,295.569000,224.138000,284.895000,292.006000
3379.301,295.564000,224.181000,284.901000,292.008000
3380.325,295.559000,224.230000,284.907000,292.009000
3381.357,295.555000,224.274000,284.913000,292.010000
3382.401,295.551000,224.317000,284.918000,292.011000
3383.428,295.547000,224.365000,284.923000,292.012000
3384.455,295.543000,224.410000,284.927000,292.013000
3385.506,295.540000,224.454000,284.932000,292.014000
3386.541,295.536000,224.503000,284.937000,292.016000
3387.573,295.533000,224.545000,284.943000,292.017000
3388.612,295.530000,224.589000,284.949000,292.018000
3389.641,295.527000,224.638000,284.953000,292.019000
3390.675,295.524000,224.681000,284.959000,292.020000
3391.720,295.521000,224.731000,284.965000,292.021000
3392.751,295.519000,224.775000,284.968000,292.022000
3393.802,295.518000,224.819000,284.973000,292.023000
3394.846,295.515000,224.866000,284.978000,292.024000
3395.875,295.514000,224.910000,284.983000,292.025000
3396.918,295.514000,224.958000,284.988000,292.026000
3397.953,295.512000,225.002000,284.994000,292.027000
3399.004,295.512000,225.046000,284.999000,292.028000
3400.036,295.512000,225.093000,285.005000,292.029000
3401.071,295.512000,225.137000,285.009000,292.030000
3402.117,295.512000,225.186000,285.014000,292.031000
3403.145,295.512000,225.229000,285.018000,292.032000
3404.182,295.513000,225.271000,285.023000,292.033000
3405.223,295.514000,225.321000,285.028000,292.034000
3406.256,295.516000,225.364000,285.032000,292.035000
3407.286,295.517000,225.409000,285.038000,292.036000
3408.321,295.520000,225.457000,285.043000,292.037000
3409.348,295.522000,225.501000,285.048000,292.037000
3410.374,295.525000,225.544000,285.053000,292.038000
3411.424,295.528000,225.591000,285.059000,292.040000
3412.458,295.532000,225.636000,285.062000,292.040000
3413.507,295.535000,225.678000,285.067000,292.042000
3414.540,295.539000,225.728000,285.072000,292.043000
3415.570,295.543000,225.772000,285.077000,292.044000
3416.618,295.548000,225.820000,285.083000,292.044000
3417.657,295.553000,225.861000,285.086000,292.045000
3418.818,295.560000,225.915000,285.093000,292.047000
3419.843,295.566000,225.958000,285.096000,292.048000
3420.887,295.572000,226.003000,285.101000,292.049000
3421.925,295.579000,226.053000,285.107000,292.050000
3422.958,295.585000,226.096000,285.111000,292.051000
3424.005,295.592000,226.137000,285.116000,292.052000
3425.038,295.600000,226.186000,285.121000,292.053000
3426.072,295.608000,226.228000,285.125000,292.054000
3427.115,295.616000,226.277000,285.130000,292.056000
3428.140,295.625000,226.320000,285.136000,292.057000
3429.173,295.634000,226.363000,285.141000,292.058000
3430.217,295.643000,226.412000,285.146000,292.060000
3431.240,295.653000,226.457000,285.150000,292.061000
3432.261,295.663000,226.499000,285.155000,292.062000
3433.309,295.673000,226.543000,285.159000,292.063000
3434.341,295.684000,226.590000,285.164000,292.065000
3435.380,295.694000,226.635000,285.168000,292.066000
3436.426,295.707000,226.683000,285.174000,292.068000
3437.459,295.717000,226.726000,285.178000,292.069000
3438.507,295.729000,226.768000,285.183000,292.071000
3439.543,295.741000,226.816000,285.188000,292.072000
3440.577,295.753000,226.859000,285.193000,292.074000
3441.624,295.766000,226.908000,285.198000,292.076000
3442.661,295.779000,226.950000,285.203000,292.077000
3443.712,295.791000,226.994000,285.207000,292.078000
3444.745,295.805000,227.041000,285.213000,292.081000
3445.779,295.817000,227.084000,285.219000,292.083000
3446.823,295.832000,227.132000,285.225000,292.085000
3447.853,295.845000,227.175000,285.230000,292.087000
3448.886,295.859000,227.218000,285.235000,292.089000
3449.925,295.874000,227.267000,285.240000,292.091000
3450.963,295.887000,227.311000,285.245000,292.092000
3452.007,295.901000,227.354000,285.250000,292.095000
3453.031,295.917000,227.401000,285.255000,292.097000
3454.055,295.930000,227.445000,285.260000,292.099000
3455.074,295.944000,227.488000,285.265000,292.101000
3456.113,295.958000,227.531000,285.272000,292.104000
3457.142,295.974000,227.579000,285.277000,292.106000
3458.172,295.988000,227.622000,285.283000,292.108000
3459.223,296.003000,227.669000,285.287000,292.111000
3460.249,296.017000,227.712000,285.293000,292.113000
3461.283,296.032000,227.756000,285.298000,292.116000
3462.327,296.047000,227.804000,285.304000,292.118000
3463.362,296.061000,227.847000,285.309000,292.121000
3464.413,296.074000,227.891000,285.315000,292.123000
3465.438,296.090000,227.937000,285.322000,292.126000
3466.460,296.104000,227.980000,285.327000,292.129000
3467.485,296.118000,228.023000,285.331000,292.132000
3468.529,296.132000,228.071000,285.338000,292.135000
3469.562,296.146000,228.113000,285.343000,292.137000
3470.580,296.159000,228.156000,285.348000,292.140000
3471.622,296.174000,228.203000,285.354000,292.143000
3472.648,296.187000,228.245000,285.360000,292.146000
3473.684,296.200000,228.289000,285.365000,292.149000
3474.728,296.213000,228.336000,285.372000,292.152000
3475.767,296.226000,228.377000,285.378000,292.155000
3476.815,296.239000,228.421000,285.383000,292.159000
3477.857,296.252000,228.469000,285.388000,292.162000
3478.885,296.264000,228.510000,285.394000,292.165000
3479.930,296.277000,228.557000,285.401000,292.168000
3480.958,296.288000,228.600000,285.406000,292.172000
3481.984,296.299000,228.642000,285.413000,292.175000
3483.031,296.312000,228.689000,285.419000,292.179000
3484.068,296.323000,228.733000,285.424000,292.183000
3485.123,296.333000,228.776000,285.430000,292.186000
3486.157,296.344000,228.823000,285.437000,292.189000
3487.184,296.354000,228.864000,285.443000,292.193000
3488.221,296.364000,228.905000,285.450000,292.197000
3489.251,296.374000,228.953000,285.456000,292.200000
3490.268,296.384000,228.997000,285.463000,292.204000
3491.292,296.392000,229.040000,285.469000,292.207000
3492.330,296.402000,229.087000,285.475000,292.212000
3493.366,296.410000,229.128000,285.480000,292.215000
3494.426,296.418000,229.176000,285.487000,292.219000
3495.460,296.427000,229.217000,285.493000,292.223000
3496.516,296.435000,229.260000,285.498000,292.226000
3497.561,296.443000,229.307000,285.506000,292.231000
3498.614,296.450000,229.350000,285.512000,292.234000
3499.645,296.457000,229.397000,285.519000,292.239000
3500.679,296.464000,229.439000,285.525000,292.242000
3501.724,296.470000,229.481000,285.531000,292.246000
3502.760,296.477000,229.528000,285.537000,292.250000
3503.814,296.482000,229.570000,285.544000,292.254000
3504.846,296.488000,229.617000,285.551000,292.259000
3505.881,296.493000,229.660000,285.556000,292.263000
3506.928,296.498000,229.706000,285.564000,292.267000
3507.951,296.503000,229.748000,285.570000,292.271000
3508.981,296.507000,229.791000,285.575000,292.275000
3510.033,296.511000,229.838000,285.583000,292.279000
3511.065,296.515000,229.880000,285.590000,292.283000
3512.091,296.518000,229.923000,285.595000,292.287000
3513.128,296.522000,229.970000,285.603000,292.291000
3514.155,296.525000,230.012000,285.609000,292.295000
3515.213,296.528000,230.056000,285.615000,292.299000
3516.250,296.531000,230.101000,285.622000,292.304000
3517.276,296.533000,230.144000,285.629000,292.308000
3518.294,296.534000,230.186000,285.636000,292.312000
3519.344,296.537000,230.233000,285.642000,292.316000
3520.367,296.538000,230.275000,285.649000,292.320000
3521.395,296.540000,230.317000,285.656000,292.324000
3522.432,296.540000,230.364000,285.663000,292.329000
3523.466,296.541000,230.408000,285.669000,292.333000
3524.517,296.542000,230.450000,285.675000,292.337000
3525.547,296.542000,230.497000,285.681000,292.341000
3526.574,296.542000,230.540000,285.688000,292.345000
3527.621,296.542000,230.581000,285.694000,292.350000
3528.644,296.542000,230.626000,285.702000,292.354000
3529.664,296.541000,230.670000,285.708000,292.358000
3530.683,296.540000,230.712000,285.715000,292.362000
3531.724,296.540000,230.754000,285.722000,292.366000
3532.750,296.538000,230.799000,285.730000,292.370000
