timestamp_iso,seconds_since_start,pressure,units
2026-04-03T16:33:04.110833,0.000,0.003,Torr
2026-04-03T16:33:12.258446,8.148,0.0029,Torr
2026-04-03T16:33:20.403667,16.293,0.003,Torr
2026-04-03T16:33:28.502046,24.391,0.003,Torr
2026-04-03T16:33:36.611313,32.500,0.003,Torr
2026-04-03T16:33:44.718671,40.608,0.0029,Torr
2026-04-03T16:33:52.813015,48.702,0.003,Torr
2026-04-03T16:34:00.903345,56.793,0.003,Torr
2026-04-03T16:34:08.993737,64.883,0.0029,Torr
2026-04-03T16:34:17.093070,72.982,0.0029,Torr
2026-04-03T16:34:25.204360,81.094,0.0029,Torr
2026-04-03T16:34:33.278721,89.168,0.0029,Torr
2026-04-03T16:34:41.400027,97.289,0.003,Torr
2026-04-03T16:34:49.474416,105.364,0.0029,Torr
2026-04-03T16:34:57.570075,113.459,0.003,Torr
2026-04-03T16:35:05.704072,121.593,0.0029,Torr
2026-04-03T16:35:13.800502,129.690,0.003,Torr
2026-04-03T16:35:21.891765,137.781,0.003,Torr
2026-04-03T16:35:30.007098,145.896,0.0029,Torr
2026-04-03T16:35:38.117513,154.007,0.003,Torr
2026-04-03T16:35:46.233720,162.123,0.0029,Torr
2026-04-03T16:35:54.357754,170.247,0.0029,Torr
2026-04-03T16:36:02.461431,178.351,0.0029,Torr
2026-04-03T16:36:10.579701,186.469,0.0029,Torr
2026-04-03T16:36:18.682101,194.571,0.003,Torr
2026-04-03T16:36:26.788365,202.678,0.0029,Torr
2026-04-03T16:36:34.892740,210.782,0.0029,Torr
2026-04-03T16:36:42.989089,218.878,0.0029,Torr
2026-04-03T16:36:51.086488,226.976,0.0029,Torr
2026-04-03T16:36:59.197788,235.087,0.0029,Torr
2026-04-03T16:37:07.279091,243.168,0.0029,Torr
2026-04-03T16:37:15.372542,251.262,0.0029,Torr
2026-04-03T16:37:23.446825,259.336,0.0029,Torr
2026-04-03T16:37:31.543133,267.432,0.0029,Torr
2026-04-03T16:37:39.627501,275.517,0.0029,Torr
2026-04-03T16:37:47.713819,283.603,0.003,Torr
2026-04-03T16:37:55.802210,291.691,0.0029,Torr
2026-04-03T16:38:03.899515,299.789,0.0029,Torr
2026-04-03T16:38:11.986286,307.875,0.0029,Torr
2026-04-03T16:38:20.062242,315.951,0.0029,Torr
2026-04-03T16:38:28.163605,324.053,0.0029,Torr
2026-04-03T16:38:36.364030,332.253,0.0029,Torr
2026-04-03T16:38:44.472180,340.361,0.0029,Torr
2026-04-03T16:38:52.582597,348.472,0.0029,Torr
2026-04-03T16:39:00.688945,356.578,0.0029,Torr
2026-04-03T16:39:08.800231,364.689,0.0029,Torr
2026-04-03T16:39:16.879587,372.769,0.0029,Torr
2026-04-03T16:39:24.976945,380.866,0.0029,Torr
2026-04-03T16:39:33.070251,388.959,0.0029,Torr
2026-04-03T16:39:41.168578,397.058,0.0029,Torr
2026-04-03T16:39:49.268053,405.157,0.0029,Torr
2026-04-03T16:39:57.371340,413.261,0.0029,Torr
2026-04-03T16:40:05.457675,421.347,0.0029,Torr
2026-04-03T16:40:13.555127,429.444,0.0029,Torr
2026-04-03T16:40:21.652815,437.542,0.0029,Torr
2026-04-03T16:40:29.722657,445.612,0.0029,Torr
2026-04-03T16:40:37.809962,453.699,0.0029,Torr
2026-04-03T16:40:45.914357,461.804,0.0029,Torr
2026-04-03T16:40:53.998715,469.888,0.0029,Torr
2026-04-03T16:41:02.102009,477.991,0.0029,Torr
2026-04-03T16:41:10.194173,486.083,0.0029,Torr
2026-04-03T16:41:18.276714,494.166,0.0029,Torr
2026-04-03T16:41:26.349106,502.238,0.0029,Torr
2026-04-03T16:41:34.432424,510.322,0.0029,Torr
2026-04-03T16:41:42.499777,518.389,0.0029,Torr
2026-04-03T16:41:50.592309,526.481,0.0029,Torr
2026-04-03T16:41:58.695598,534.585,0.0029,Torr
2026-04-03T16:42:06.782020,542.671,0.0029,Torr
2026-04-03T16:42:14.867338,550.757,0.0029,Torr
2026-04-03T16:42:22.945749,558.835,0.0029,Torr
2026-04-03T16:42:31.047047,566.936,0.0029,Torr
2026-04-03T16:42:39.137407,575.027,0.0029,Torr
2026-04-03T16:42:47.248686,583.138,0.0029,Torr
2026-04-03T16:42:55.343034,591.232,0.0029,Torr
2026-04-03T16:43:03.438408,599.328,0.0029,Torr
2026-04-03T16:43:11.511760,607.401,0.0029,Torr
2026-04-03T16:43:19.608153,615.497,0.0029,Torr
2026-04-03T16:43:27.694450,623.584,0.0029,Torr
2026-04-03T16:43:35.789883,631.679,0.0029,Torr
2026-04-03T16:43:43.877099,639.766,0.0029,Torr
2026-04-03T16:43:51.970497,647.860,0.0029,Torr
2026-04-03T16:44:00.072854,655.962,0.0029,Torr
2026-04-03T16:44:08.156143,664.045,0.0029,Torr
2026-04-03T16:44:16.251589,672.141,0.0029,Torr
2026-04-03T16:44:24.358853,680.248,0.0029,Torr
2026-04-03T16:44:32.452230,688.341,0.0029,Torr
2026-04-03T16:44:40.531588,696.421,0.0029,Torr
2026-04-03T16:44:48.626915,704.516,0.0029,Torr
2026-04-03T16:44:56.741284,712.630,0.0029,Torr
2026-04-03T16:45:04.877545,720.767,0.0029,Torr
2026-04-03T16:45:12.970973,728.860,0.0029,Torr
2026-04-03T16:45:21.065206,736.954,0.0029,Torr
2026-04-03T16:45:29.152632,745.042,0.0029,Torr
2026-04-03T16:45:37.250011,753.139,0.0029,Torr
2026-04-03T16:45:45.341301,761.230,0.0029,Torr
2026-04-03T16:45:53.434659,769.324,0.0029,Torr
2026-04-03T16:46:01.520955,777.410,0.0029,Torr
2026-04-03T16:46:09.617537,785.507,0.0029,Torr
